associated_gene,totalN,novelN
FKBP8,415,354
FKBP9,72,32
FKBPL,4,2
FKRP,16,3
FKTN,57,21
FLACC1,23,6
FLAD1,239,164
FLCN,91,65
FLI1,35,17
FLII,175,119
FLNA,148,38
FLNB,98,8
FLNC,18,18
FLOT1,135,105
FLOT2,184,144
FLRT1,30,10
FLRT2,139,89
FLRT3,36,11
FLT1,59,12
FLT3,18,2
FLT3LG,39,18
FLT4,15,2
FLVCR1,43,24
FLVCR2,14,4
FLYWCH1,80,6
FLYWCH2,92,70
FMC1,51,34
FMC1-LUC7L2,12,6
FMN1,8,2
FMN2,142,45
FMNL1,91,27
FMNL2,301,213
FMNL3,72,46
FMO1,14,7
FMO2,7,7
FMO3,11,4
FMO4,12,7
FMO5,24,12
FMOD,8,1
FMR1,430,200
FN1,227,43
FN3K,28,12
FN3KRP,114,81
FNBP1,130,64
FNBP1L,519,314
FNBP4,223,132
FNDC1,20,5
FNDC10,3,2
FNDC11,7,7
FNDC3A,184,22
FNDC3B,76,13
FNDC4,62,32
FNDC5,43,28
FNDC7,2,1
FNDC8,1,1
FNDC9,20,8
FNIP1,78,20
FNIP2,42,6
FNTA,252,136
FNTB,96,60
FOCAD,175,133
FOLH1,128,60
FOLR1,7,1
FOLR2,33,13
FOS,44,13
FOSB,23,4
FOSL1,3,0
FOSL2,29,3
FOXB1,1,0
FOXC1,40,0
FOXC2,5,0
FOXD2,3,0
FOXD4,12,0
FOXD4L1,6,0
FOXD4L3,6,0
FOXD4L4,4,0
FOXD4L6,12,0
FOXF1,3,0
FOXF2,10,1
FOXG1,195,38
FOXH1,1,0
FOXJ1,5,0
FOXJ2,31,7
FOXJ3,70,25
FOXK1,210,206
FOXK2,122,26
FOXL2,4,0
FOXL2NB,2,1
FOXM1,44,27
FOXN2,62,36
FOXN3,12,9
FOXN4,24,3
FOXO1,17,0
FOXO3,26,6
FOXO3B,6,3
FOXO4,37,6
FOXO6,2,2
FOXP1,262,177
FOXP2,127,47
FOXP3,2,1
FOXP4,28,6
FOXQ1,18,0
FOXR1,2,1
FOXR2,1,1
FOXRED1,205,152
FOXRED2,186,143
FOXS1,12,1
FPGS,113,56
FPGT,59,24
FPGT-TNNI3K,37,17
FPR1,5,2
FPR2,1,0
FPR3,1,0
FRA10AC1,413,283
FRAS1,37,5
FRAT2,14,0
FREM1,32,30
FREM2,2,0
FREM3,49,14
FRG1,94,66
FRK,6,5
FRMD3,120,68
FRMD4A,76,39
FRMD4B,201,92
FRMD5,82,34
FRMD6,42,19
FRMD7,1,0
FRMD8,25,5
FRMPD1,11,1
FRMPD2,87,44
FRMPD4,56,5
FRRS1,1,1
FRRS1L,29,22
FRS2,53,19
FRS3,32,20
FRY,263,149
FRYL,158,31
FRZB,62,15
FSBP,33,8
FSCN1,160,135
FSCN2,1,0
FSCN3,17,17
FSD1,307,206
FSD1L,143,65
FSIP1,51,14
FSIP2,8,1
FST,22,5
FSTL1,101,56
FSTL3,27,6
FSTL4,42,16
FSTL5,182,111
FTCD,30,3
FTCDNL1,51,43
FTH1,817,749
FTL,531,513
FTO,185,119
FTSJ1,295,227
FTSJ3,156,82
FUBP1,602,465
FUBP3,178,113
FUCA1,42,22
FUCA2,130,72
FUNDC1,112,78
FUNDC2,163,120
FUOM,38,23
FURIN,39,12
FUS,1718,1530
FUT1,7,2
FUT10,66,31
FUT11,58,40
FUT2,2,1
FUT4,63,0
FUT8,166,67
FUT9,68,41
FUZ,133,100
FXN,49,23
FXR1,435,231
FXR2,64,41
FXYD1,158,99
FXYD2,2,0
FXYD3,21,11
FXYD4,10,4
FXYD5,31,20
FXYD6,917,868
FXYD6-FXYD2,13,9
FXYD7,243,219
FYB1,21,7
FYB2,3,1
FYCO1,10,1
FYN,486,324
FYTTD1,172,106
FZD1,121,3
FZD10,16,0
FZD2,89,4
FZD3,187,72
FZD4,6,2
FZD6,43,5
FZD7,81,2
FZD8,30,0
FZD9,23,0
FZR1,126,46
G0S2,10,2
G2E3,163,72
G3BP1,371,232
G3BP2,369,111
G6PC3,81,55
G6PD,75,60
GAA,147,79
GAB1,118,10
GAB2,24,3
GAB3,1,0
GABARAP,312,282
GABARAPL1,427,364
GABARAPL2,206,178
GABBR1,107,61
GABBR2,163,63
GABPA,89,33
GABPB1,155,97
GABPB2,43,26
GABRA1,245,94
GABRA2,335,167
GABRA3,60,30
GABRA4,78,19
GABRA5,119,71
GABRA6,15,12
GABRB1,94,56
GABRB2,78,13
GABRB3,104,24
GABRD,110,56
GABRE,4,2
GABRG1,70,17
GABRG2,256,115
GABRG3,15,2
GABRP,4,2
GABRQ,3,1
GAD1,313,184
GAD2,107,29
GADD45A,35,15
GADD45B,20,6
GADD45G,40,21
GADD45GIP1,38,32
GADL1,8,1
GAGE10,5,3
GAGE12B,1,1
GAGE12C,1,0
GAGE12H,1,0
GAGE13,1,1
GAK,117,56
GAL,8,1
GAL3ST1,12,5
GAL3ST3,3,1
GAL3ST4,31,10
GALC,118,39
GALE,139,121
GALK1,36,21
GALK2,195,123
GALM,32,19
GALNS,51,34
GALNT1,142,27
GALNT10,19,0
GALNT11,193,112
GALNT12,25,8
GALNT13,58,11
GALNT14,61,35
GALNT15,76,10
GALNT16,122,54
GALNT17,177,149
GALNT18,93,75
GALNT2,110,49
GALNT3,28,7
GALNT4,28,0
GALNT5,1,0
GALNT6,4,1
GALNT7,69,28
GALNT8,103,70
GALNT9,70,33
GALNTL5,29,18
GALNTL6,64,2
GALP,11,9
GALR1,8,0
GALR2,2,0
GALT,346,290
GAMT,73,49
GAN,18,6
GANAB,191,144
GANC,115,57
GAP43,814,783
GAPDH,1969,1887
GAPDHS,3,0
GAPT,1,1
GAPVD1,185,31
GAR1,122,84
GAREM1,32,5
GAREM2,27,10
GARNL3,315,149
GARRE1,62,12
GARS1,367,287
GART,360,228
GAS1,12,1
GAS2,34,16
GAS2L1,54,24
GAS2L2,4,0
GAS2L3,87,57
GAS6,42,16
GAS7,180,65
GAS8,190,99
GASK1A,23,2
GASK1B,66,16
GATA1,5,1
GATA2,10,3
GATA3,60,22
GATA6,1,0
GATAD1,31,4
GATAD2A,81,17
GATAD2B,38,6
GATB,220,113
GATC,136,110
GATD1,364,346
GATM,119,70
GBA2,194,132
GBA3,3,3
GBE1,111,100
GBF1,212,42
GBGT1,31,18
GBP1,24,8
GBP2,33,9
GBP3,18,8
GBP4,10,7
GBP5,1,0
GBP6,1,0
GBX1,2,1
GBX2,1,0
GCA,263,160
GCAT,96,63
GCC1,15,4
GCC2,386,122
GCDH,153,98
GCFC2,156,71
GCG,16,8
GCH1,7,1
GCHFR,28,10
GCK,18,6
GCKR,14,11
GCLC,102,6
GCLM,35,8
GCN1,98,32
GCNA,29,4
GCNT1,18,9
GCNT2,29,0
GCOM1,3,0
GCSAML,1,1
GCSH,116,57
GDA,130,67
GDAP1,244,98
GDAP1L1,227,148
GDAP2,116,35
GDE1,75,44
GDF10,24,0
GDF11,38,0
GDF15,3,0
GDF5,4,1
GDF9,21,4
GDI1,1038,972
GDI2,603,482
GDPD1,167,130
GDPD2,116,59
GDPD3,28,12
GDPD5,56,33
GDPGP1,16,5
GEM,17,10
GEMIN2,185,116
GEMIN4,23,14
GEMIN5,87,24
GEMIN6,64,48
GEMIN7,35,20
GEMIN8,126,62
GEN1,30,16
GET1,269,203
GET1-SH3BGR,12,5
GET3,186,156
GET4,90,40
GFAP,500,416
GFER,53,10
GFI1B,17,16
GFM1,246,168
GFM2,219,127
GFOD1,22,11
GFOD2,135,115
GFPT1,204,99
GFPT2,74,52
GFRA1,23,6
GFRA2,106,47
GFRA3,3,0
GFUS,77,58
GFY,8,2
GGA1,190,117
GGA2,176,88
GGA3,182,144
GGACT,15,3
GGCT,77,39
GGCX,140,63
GGH,143,84
GGN,14,7
GGNBP2,166,93
GGPS1,112,72
GGT1,32,21
GGT5,32,13
GGT7,142,87
GGTA1,37,13
GGTLC3,1,0
GH1,1,0
GHDC,46,23
GHITM,480,408
GHR,1,0
GHRH,9,5
GHRHR,6,2
GHRL,7,3
GID4,29,3
GID8,108,63
GIGYF1,33,13
GIGYF2,547,273
GIMAP1,5,1
GIMAP2,10,7
GIMAP4,37,9
GIMAP5,20,3
GIMAP6,8,0
GIMAP7,6,5
GIMAP8,21,2
GIN1,88,37
GINM1,154,84
GINS1,101,90
GINS2,51,28
GINS3,35,27
GINS4,56,40
GIP,1,0
GIPC1,63,38
GIPC2,19,12
GIPR,3,1
GIT1,141,100
GIT2,122,69
GJA1,70,59
GJA4,3,0
GJA5,5,3
GJB1,4,0
GJB2,4,0
GJB3,7,0
GJB5,6,1
GJB6,80,55
GJC1,109,91
GJC3,2,1
GJD2,1,0
GJD3,6,0
GK,92,51
GK5,64,26
GKAP1,99,72
GKN2,2,1
GLA,80,34
GLB1,183,136
GLB1L,32,18
GLB1L2,42,40
GLB1L3,36,14
GLCCI1,48,17
GLCE,61,23
GLDC,75,61
GLDN,40,32
GLE1,140,71
GLG1,169,70
GLI1,18,0
GLI3,43,11
GLI4,13,3
GLIPR1,65,37
GLIPR1L2,42,22
GLIPR2,80,47
GLIS1,7,0
GLIS2,3,3
GLIS3,57,35
GLMN,1247,1052
GLMP,98,65
GLO1,239,202
GLOD4,275,201
GLP1R,2,2
GLP2R,6,3
GLRA2,122,77
GLRA3,46,7
GLRB,333,164
GLRX,70,43
GLRX2,42,20
GLRX3,379,303
GLRX5,28,21
GLS,218,42
GLS2,150,96
GLT1D1,71,42
GLT8D1,240,187
GLT8D2,69,29
GLTP,95,75
GLUD1,227,118
GLUD2,23,0
GLUL,1033,905
GLYAT,2,0
GLYATL1,7,7
GLYATL2,77,69
GLYCTK,38,27
GLYR1,318,246
GM2A,95,80
GMCL1,105,29
GMCL2,2,0
GMDS,46,21
GMEB1,190,152
GMEB2,10,0
GMFB,214,163
GMFG,41,22
GMIP,40,17
GMNC,6,2
GMNN,101,65
GMPPA,149,93
GMPPB,84,47
GMPR,33,16
GMPR2,294,202
GMPS,234,130
GNA11,7,3
GNA12,37,17
GNA13,37,10
GNA14,41,2
GNA15,27,6
GNAI1,280,252
GNAI2,143,89
GNAI3,207,104
GNAL,199,117
GNAO1,224,88
GNAQ,58,19
GNAS,1242,1059
GNAT1,2,2
GNAT2,3,3
GNAT3,1,1
GNAZ,69,28
GNB1,283,218
GNB1L,62,46
GNB2,124,95
GNB3,45,5
GNB4,171,120
GNB5,306,231
GNE,158,138
GNG10,81,65
GNG11,21,10
GNG12,37,18
GNG13,20,16
GNG2,423,351
GNG3,160,140
GNG4,111,71
GNG5,44,31
GNG7,111,89
GNG8,43,39
GNGT2,14,5
GNL1,39,8
GNL2,131,80
GNL3,377,267
GNL3L,127,99
GNLY,20,6
GNMT,17,6
GNPAT,258,152
GNPDA1,144,89
GNPDA2,194,106
GNPNAT1,104,70
GNPTAB,149,35
GNPTG,319,242
GNRH1,19,3
GNS,94,37
GOLGA1,125,64
GOLGA2,170,77
GOLGA3,147,110
GOLGA4,423,260
GOLGA5,180,81
GOLGA6A,1,0
GOLGA6L10,1,1
GOLGA6L22,2,0
GOLGA6L4,7,2
GOLGA6L7,4,4
GOLGA6L9,20,2
GOLGA7,226,169
GOLGA7B,68,33
GOLGA8A,158,55
GOLGA8B,156,49
GOLGA8M,3,3
GOLGA8N,1,1
GOLGA8O,1,1
GOLGA8S,5,4
GOLGB1,280,61
GOLIM4,164,67
GOLM1,239,151
GOLM2,194,71
GOLPH3,66,46
GOLPH3L,72,35
GOLT1A,6,3
GOLT1B,141,78
GON4L,134,40
GON7,26,19
GOPC,136,69
GORAB,74,46
GORASP1,95,60
GORASP2,161,100
GOSR1,99,43
GOSR2,258,82
GOT1,290,232
GOT2,252,215
GP1BA,1,1
GP1BB,3,3
GP9,2,0
GPA33,2,2
GPAA1,140,100
GPALPP1,253,165
GPAM,46,14
GPANK1,23,3
GPAT2,58,44
GPAT3,28,3
GPAT4,186,99
GPATCH1,197,63
GPATCH11,103,39
GPATCH2,76,21
GPATCH2L,114,28
GPATCH3,34,23
GPATCH4,118,79
GPATCH8,45,12
GPBAR1,1,0
GPBP1,713,608
GPBP1L1,197,98
GPC1,93,22
GPC2,127,104
GPC3,24,6
GPC4,54,27
GPC5,5,0
GPC6,31,7
GPCPD1,160,49
GPD1,64,30
GPD1L,132,97
GPD2,102,19
GPER1,18,6
GPHA2,3,0
GPHN,351,224
GPI,980,839
GPIHBP1,8,4
GPKOW,80,51
GPLD1,9,3
GPM6A,5307,5062
GPM6B,626,466
GPN1,232,166
GPN2,98,84
GPN3,95,60
GPNMB,96,42
GPR107,50,22
GPR108,255,205
GPR12,40,28
GPR132,2,0
GPR137,199,117
GPR137B,108,62
GPR137C,59,15
GPR139,5,0
GPR143,22,10
GPR146,15,8
GPR149,3,0
GPR150,16,1
GPR151,6,0
GPR153,7,2
GPR155,75,11
GPR156,9,4
GPR158,38,31
GPR160,17,5
GPR161,100,57
GPR162,131,62
GPR17,13,1
GPR173,25,13
GPR176,35,17
GPR180,50,12
GPR183,7,0
GPR19,39,21
GPR21,32,14
GPR22,94,33
GPR25,6,0
GPR26,27,13
GPR27,35,0
GPR3,13,10
GPR34,21,1
GPR35,5,3
GPR37,75,15
GPR37L1,47,23
GPR39,2,2
GPR4,6,2
GPR45,17,0
GPR52,16,1
GPR55,10,10
GPR6,8,4
GPR61,78,33
GPR62,18,0
GPR63,28,16
GPR65,1,0
GPR68,8,4
GPR75,21,7
GPR83,12,5
GPR84,2,1
GPR85,103,30
GPR89A,154,95
GPR89B,178,108
GPRASP1,76,67
GPRASP2,100,92
GPRC5A,2,0
GPRC5B,144,88
GPRC5C,49,7
GPRIN1,11,7
GPRIN2,7,5
GPRIN3,8,2
GPS1,305,244
GPS2,304,237
GPSM1,42,8
GPSM2,206,111
GPSM3,6,0
GPT,34,17
GPT2,100,34
GPX1,34,24
GPX2,5,3
GPX3,115,97
GPX4,447,410
GPX7,51,30
GPX8,31,6
GRAMD1A,125,89
GRAMD1B,276,184
GRAMD1C,79,28
GRAMD2A,15,1
GRAMD2B,163,82
GRAMD4,29,7
GRAP,7,1
GRAP2,3,2
GRAPL,5,2
GRB10,52,10
GRB14,83,31
GRB2,201,131
GRB7,10,6
GREB1,31,6
GREB1L,3,3
GREM1,4,0
GREM2,15,6
GRHL1,25,20
GRHPR,196,132
GRIA1,385,109
GRIA2,769,313
GRIA3,962,566
GRIA4,218,45
GRID1,50,22
GRID2,14,0
GRID2IP,13,10
GRIK1,92,37
GRIK2,485,117
GRIK3,33,5
GRIK4,11,5
GRIK5,17,15
GRIN1,293,153
GRIN2A,74,16
GRIN2B,143,82
GRIN2C,2,0
GRIN2D,1,0
GRIN3A,8,0
GRIN3B,1,1
GRINA,76,52
GRIP1,88,35
GRIP2,28,12
GRIPAP1,495,436
GRK2,80,43
GRK3,108,45
GRK4,145,94
GRK5,69,19
GRK6,97,33
GRM1,49,10
GRM2,133,70
GRM3,245,176
GRM4,27,7
GRM5,87,9
GRM7,130,68
GRM8,103,46
GRN,150,119
GRP,61,28
GRPEL1,70,31
GRPEL2,45,18
GRPR,1,1
GRSF1,304,183
GRTP1,48,28
GRWD1,55,13
GRXCR1,2,1
GSAP,89,35
GSDMA,1,1
GSDMB,57,16
GSDMC,3,2
GSDMD,16,7
GSDME,148,86
GSE1,110,4
GSG1,15,1
GSG1L,25,5
GSK3A,43,22
GSK3B,96,25
GSKIP,70,32
GSN,202,136
GSPT1,187,64
GSPT2,108,18
GSR,82,50
GSS,196,154
GSTA1,7,0
GSTA3,1,1
GSTA4,401,313
GSTCD,52,16
GSTK1,181,130
GSTM1,130,93
GSTM2,164,103
GSTM3,208,132
GSTM4,111,71
GSTM5,104,72
GSTO1,168,118
GSTO2,60,30
GSTP1,265,219
GSTT2,13,5
GSTT2B,41,19
GSTZ1,62,31
GSX1,3,0
GSX2,9,1
GTDC1,291,204
GTF2A1,43,3
GTF2A2,144,98
GTF2B,79,46
GTF2E1,49,22
GTF2E2,100,64
GTF2F1,227,139
GTF2F2,222,180
GTF2H1,267,119
GTF2H2,142,80
GTF2H2C,81,32
GTF2H3,320,218
GTF2H4,36,18
GTF2H5,90,76
GTF2I,529,217
GTF2IRD1,137,68
GTF2IRD2,74,19
GTF2IRD2B,90,31
GTF3A,295,192
GTF3C1,139,55
GTF3C2,169,103
GTF3C3,232,84
GTF3C4,73,4
GTF3C5,204,129
GTF3C6,235,210
GTPBP1,136,55
GTPBP10,133,59
GTPBP2,41,14
GTPBP3,78,41
GTPBP4,283,181
GTPBP6,114,80
GTPBP8,119,37
GTSE1,95,43
GTSF1,10,1
GUCA1A,12,2
GUCA1C,8,1
GUCA2B,1,1
GUCD1,32,23
GUCY1A1,239,74
GUCY1A2,55,9
GUCY1B1,335,284
GUCY2C,4,3
GUCY2D,5,3
GUF1,236,126
GUK1,868,782
GULP1,123,76
GUSB,179,136
GVQW3,37,22
GXYLT1,10,0
GXYLT2,6,1
GYG1,73,36
GYG2,93,50
GYPA,23,7
GYPB,14,4
GYPC,21,9
GYPE,12,6
GYS1,61,32
GZF1,132,61
GZMA,2,0
GZMB,1,0
GZMH,1,0
GZMK,1,0
GZMM,4,0
H1-0,695,663
H1-1,10,0
H1-10,27,19
H1-2,22,2
H1-3,17,0
H1-4,17,0
H1-5,18,0
H1-6,1,0
H2AB1,3,0
H2AB2,2,0
H2AB3,2,0
H2AC11,24,1
H2AC12,7,0
H2AC13,10,0
H2AC14,9,0
H2AC15,26,0
H2AC16,5,0
H2AC17,10,0
H2AC18,12,0
H2AC19,14,1
H2AC20,6,1
H2AC21,5,0
H2AC4,7,0
H2AC6,113,81
H2AC7,17,0
H2AC8,17,0
H2AJ,7,3
H2AX,16,11
H2AZ1,364,345
H2AZ2,302,253
H2BC10,4,0
H2BC11,14,5
H2BC12,16,9
H2BC13,10,1
H2BC14,7,0
H2BC15,8,4
H2BC17,5,0
H2BC18,2,1
H2BC21,22,4
H2BC3,7,0
H2BC4,16,4
H2BC5,21,10
H2BC6,16,16
H2BC7,14,0
H2BC8,17,1
H2BC9,18,2
H3-3A,512,457
H3-3B,897,800
H3-4,1,0
H3-5,2,0
H3C1,8,0
H3C10,16,0
H3C11,4,0
H3C13,3,0
H3C14,20,13
H3C15,21,13
H3C2,8,1
H3C3,7,0
H3C4,12,0
H3C6,12,8
H3C7,4,0
H3C8,15,1
H4C1,2,0
H4C11,9,2
H4C12,10,0
H4C13,3,0
H4C14,28,14
H4C15,31,21
H4C2,6,0
H4C3,8,5
H4C4,8,0
H4C5,21,2
H4C6,5,0
H4C8,22,9
H4C9,15,0
H6PD,8,8
HAAO,13,12
HABP2,5,0
HABP4,164,76
HACD1,107,90
HACD2,77,66
HACD3,282,252
HACD4,31,19
HACE1,172,65
HACL1,162,112
HADH,452,271
HADHA,360,235
HADHB,327,243
HAGH,161,116
HAGHL,129,102
HAMP,23,9
HAP1,30,14
HAPLN1,48,11
HAPLN2,77,45
HAPLN3,16,3
HAPLN4,15,4
HARBI1,37,18
HARS1,333,178
HARS2,178,108
HAS1,13,2
HAS2,4,0
HAS3,18,5
HASPIN,24,9
HAT1,162,93
HAUS1,219,165
HAUS2,197,115
HAUS3,124,34
HAUS4,121,87
HAUS5,112,54
HAUS6,115,37
HAUS7,126,94
HAUS8,80,54
HAVCR2,21,4
HAX1,157,105
HBA1,411,397
HBA2,456,440
HBB,58,53
HBD,3,0
HBE1,11,5
HBEGF,27,7
HBG1,299,281
HBG2,320,312
HBM,12,4
HBP1,180,82
HBQ1,12,5
HBS1L,395,278
HBZ,18,5
HCAR1,2,0
HCAR2,1,0
HCCS,63,26
HCFC1,27,12
HCFC1R1,83,59
HCFC2,107,33
HCG22,4,3
HCK,23,5
HCLS1,49,23
HCN1,56,4
HCN2,1,1
HCN3,68,28
HCN4,6,6
HCRT,1,0
HCRTR1,18,15
HCRTR2,74,21
HCST,31,23
HDAC1,141,69
HDAC10,72,40
HDAC11,189,131
HDAC2,2466,2139
HDAC3,245,183
HDAC4,20,6
HDAC5,160,80
HDAC6,254,138
HDAC7,58,21
HDAC8,189,139
HDAC9,277,119
HDC,7,2
HDDC2,234,167
HDDC3,55,26
HDGF,133,95
HDGFL1,1,0
HDGFL2,160,86
HDGFL3,284,151
HDHD2,273,220
HDHD3,23,14
HDHD5,158,121
HDLBP,469,338
HDX,72,33
HEATR1,166,27
HEATR3,69,51
HEATR4,15,14
HEATR5A,59,16
HEATR5B,154,76
HEATR6,89,38
HEBP1,31,20
HEBP2,75,48
HECA,28,0
HECTD1,247,64
HECTD2,114,27
HECTD3,98,71
HECTD4,135,62
HECW1,211,58
HECW2,57,3
HEG1,9,2
HELB,11,3
HELLS,158,65
HELQ,102,38
HELT,13,1
HELZ,90,13
HELZ2,4,0
HEMGN,22,4
HEMK1,148,102
HENMT1,117,84
HEPACAM,15,5
HEPACAM2,4,3
HEPH,101,28
HEPN1,12,2
HERC1,1106,709
HERC2,186,22
HERC3,176,66
HERC4,225,82
HERC5,28,3
HERC6,84,24
HERPUD1,158,105
HERPUD2,89,48
HES1,10,6
HES2,1,0
HES4,15,4
HES5,1,1
HES6,59,36
HES7,2,1
HESX1,25,21
HEXA,241,133
HEXB,131,55
HEXD,104,56
HEXIM1,156,14
HEXIM2,41,7
HEY1,120,73
HEY2,35,17
HEYL,11,4
HFE,3,3
HFM1,61,23
HGD,15,13
HGF,37,5
HGFAC,34,11
HGH1,22,4
HGS,166,148
HGSNAT,81,19
HHAT,52,28
HHATL,141,103
HHEX,20,3
HHIP,59,13
HHIPL1,3,2
HHIPL2,1,0
HIBADH,84,63
HIBCH,252,163
HIC1,1,1
HIC2,1,1
HID1,160,122
HIF1A,241,129
HIF1AN,148,85
HIF3A,125,74
HIGD1A,213,157
HIGD1B,49,31
HIGD2A,31,27
HIKESHI,220,170
HILPDA,40,26
HINFP,201,141
HINT1,213,157
HINT2,59,40
HINT3,160,117
HIP1,51,25
HIP1R,168,79
HIPK1,50,28
HIPK2,30,15
HIPK3,72,5
HIPK4,2,0
HIRA,95,61
HIRIP3,178,124
HIVEP1,99,47
HIVEP2,135,28
HIVEP3,29,13
HJURP,87,52
HJV,6,5
HK1,366,272
HK2,43,5
HK3,3,1
HKDC1,19,2
HLA-A,116,79
HLA-B,30,21
HLA-C,39,31
HLA-DMA,7,2
HLA-DMB,6,1
HLA-DOB,1,0
HLA-DPA1,13,4
HLA-DPB1,30,20
HLA-DQA1,2,0
HLA-DQB1,17,3
HLA-DRA,9,0
HLA-DRB1,37,22
HLA-DRB5,8,3
HLA-E,55,32
HLA-F,12,3
HLCS,38,13
HLF,117,18
HLTF,245,95
HLX,7,0
HM13,438,288
HMBOX1,50,29
HMBS,151,97
HMCES,192,135
HMCN1,6,1
HMG20A,163,97
HMG20B,82,47
HMGA1,154,124
HMGA2,55,46
HMGB1,1533,1404
HMGB1P1,5,5
HMGB2,203,152
HMGB3,246,191
HMGCL,82,57
HMGCLL1,142,77
HMGCR,468,252
HMGCS1,505,334
HMGN1,766,644
HMGN2,820,717
HMGN3,455,407
HMGN4,219,202
HMGN5,172,112
HMGXB3,92,20
HMGXB4,203,99
HMMR,77,31
HMOX1,21,4
HMOX2,111,61
HMSD,19,8
HNF1B,3,0
HNF4A,2,0
HNF4G,11,10
HNMT,79,37
HNRNPA0,298,135
HNRNPA1,2185,1992
HNRNPA1L2,45,0
HNRNPA2B1,2786,2312
HNRNPA3,1084,841
HNRNPAB,192,112
HNRNPC,1641,1434
HNRNPCL4,1,0
HNRNPD,293,157
HNRNPDL,915,698
HNRNPF,229,140
HNRNPH1,929,671
HNRNPH2,86,75
HNRNPH3,1011,848
HNRNPK,3373,3284
HNRNPL,323,264
HNRNPLL,333,227
HNRNPM,436,377
HNRNPR,633,435
HNRNPU,724,487
HNRNPUL1,301,105
HNRNPUL2,127,96
HNRNPUL2-BSCL2,5,2
HOATZ,13,6
HOGA1,24,11
HOMER1,145,36
HOMER2,39,23
HOMER3,31,18
HOMEZ,19,11
HOOK1,33,5
HOOK2,68,46
HOOK3,260,123
HOPX,121,76
HORMAD2,7,6
HOXA1,1,0
HOXB13,1,0
HOXB2,1,0
HOXC10,2,1
HOXD1,2,0
HP,2,0
HP1BP3,537,394
HPCA,175,136
HPCAL1,180,145
HPCAL4,86,30
HPDL,29,0
HPF1,161,108
HPGD,33,2
HPGDS,26,9
HPN,31,18
HPR,12,4
HPRT1,225,205
HPS1,384,332
HPS3,155,80
HPS4,217,127
HPS5,76,20
HPS6,45,0
HPSE,7,1
HPSE2,57,30
HPX,24,14
HR,54,14
HRAS,50,17
HRC,11,1
HRCT1,11,0
HRH1,11,6
HRH2,43,7
HRH3,20,11
HRK,21,10
HROB,49,38
HS1BP3,78,46
HS2ST1,82,15
HS3ST1,34,9
HS3ST2,51,32
HS3ST3A1,4,1
HS3ST3B1,3,0
HS3ST4,2,2
HS3ST5,48,18
HS6ST1,9,8
HS6ST2,10,8
HS6ST3,5,5
HSBP1,435,424
HSBP1L1,33,17
HSCB,108,75
HSD11B1,16,5
HSD11B1L,267,159
HSD11B2,10,6
HSD17B1,10,2
HSD17B10,72,44
HSD17B11,143,94
HSD17B12,176,114
HSD17B13,12,3
HSD17B14,82,61
HSD17B2,3,0
HSD17B3,3,0
HSD17B4,443,269
HSD17B6,77,55
HSD17B7,91,48
HSD17B8,12,5
HSD3B7,21,12
HSDL1,296,187
HSDL2,178,108
HSF1,125,85
HSF2,238,113
HSF2BP,56,40
HSF4,101,37
HSFX1,8,1
HSFX2,3,0
HSFX4,1,1
HSFY1,1,0
HSP90AA1,883,713
HSP90AB1,1658,1526
HSP90B1,848,698
HSPA12A,138,38
HSPA12B,26,8
HSPA13,88,46
HSPA14,131,63
HSPA1B,57,0
HSPA1L,3,0
HSPA2,66,66
HSPA4,454,259
HSPA4L,143,51
HSPA5,467,374
HSPA6,36,0
HSPA8,2027,1920
HSPA9,614,366
HSPB1,100,77
HSPB2,15,2
HSPB2-C11orf52,1,1
HSPB3,33,0
HSPB6,21,15
HSPB7,8,7
HSPB8,107,78
HSPB9,11,1
HSPBAP1,119,70
HSPBP1,209,198
HSPD1,732,607
HSPE1,188,155
HSPE1-MOB4,37,28
HSPG2,16,0
HSPH1,615,240
HTATIP2,80,37
HTATSF1,214,128
HTD2,63,21
HTR1B,7,3
HTR1E,29,16
HTR1F,23,12
HTR2A,66,8
HTR2B,12,5
HTR2C,10,1
HTR3A,7,1
HTR3B,14,7
HTR3E,1,0
HTR4,9,1
HTR5A,40,13
HTR6,5,2
HTR7,11,0
HTRA1,119,89
HTRA2,258,154
HTRA3,7,1
HTT,139,18
HUNK,37,5
HUS1,96,48
HUWE1,401,161
HVCN1,68,45
HYAL1,9,0
HYAL2,21,9
HYAL3,27,7
HYDIN,51,14
HYI,158,90
HYKK,20,6
HYLS1,37,24
HYOU1,168,120
HYPK,134,72
IAH1,232,142
IARS1,320,146
IARS2,167,67
IBA57,15,2
IBSP,5,1
IBTK,184,66
ICA1,267,156
ICA1L,164,74
ICAM1,20,7
ICAM2,23,6
ICAM3,19,3
ICAM4,2,0
ICAM5,2,1
ICE1,193,71
ICE2,178,71
ICMT,129,100
ICOSLG,3,0
ID1,14,4
ID2,126,103
ID3,29,15
ID4,264,233
IDE,69,9
IDH1,203,140
IDH2,875,773
IDH3A,344,250
IDH3B,412,351
IDH3G,206,175
IDI1,257,148
IDI2,1,0
IDNK,93,74
IDS,528,404
IDUA,21,15
IER2,7,3
IER3,3,1
IER3IP1,240,213
IER5,108,8
IER5L,23,8
IFFO1,75,38
IFFO2,6,4
IFI16,130,35
IFI27,53,33
IFI27L1,63,42
IFI27L2,45,36
IFI30,29,13
IFI35,35,17
IFI44,107,52
IFI44L,48,18
IFI6,104,87
